98	5万-15万	9.98	16.99	11.99,13.09,13.29,14.39,15.19,16.29,9.98,10.98,11.28,12.38,11.99,13.09,13.29,14.39,15.49,16.99,9.98,10.98,11.28,12.38,10.48,11.48,12.78,14.28,14.88,10.48,11.48,12.78,14.08,14.68,	官方出厂价格	2012-05-07 20:00:00
526	5万-15万	6.38	8.58	6.38,7.18,7.73,8.58,	官方出厂价格	2012-05-07 20:00:00
109	5万-15万	7.68	9.88	7.68,8.88,8.18,9.38,8.68,9.88,7.68,8.88,8.18,9.38,8.68,9.88,7.68,7.98,8.58,8.48,8.98,9.88,	官方出厂价格	2012-05-07 20:00:00
108	5万-15万	5.98	6.88	5.98,5.98,6.68,6.18,6.88,	官方出厂价格	2012-05-07 20:00:00
154	5万-15万	6.19	8.99	6.19,6.69,6.99,7.49,6.69,6.99,7.69,7.69,8.39,8.99,	官方出厂价格	2012-05-07 20:00:00
563	5万-15万	5.09	6.68	5.09,5.59,5.89,5.39,5.89,6.19,5.68,6.28,6.68,6.58,	官方出厂价格	2012-05-07 20:00:00
473	5万-15万	6.18	9.38	6.18,6.48,6.78,7.18,7.48,7.68,8.68,7.08,7.68,7.78,8.18,8.18,8.28,9.38,	官方出厂价格	2012-05-07 20:00:00
82	35万-45万	27.90	44.50	27.90,33.90,36.50,44.50,	官方出厂价格	2012-05-07 20:00:00
454	15万-25万	16.58	19.58	16.58,17.98,19.58,	官方出厂价格	2012-05-07 20:00:00
511	35万-45万	38.58	38.58	38.58,	官方出厂价格	2012-05-07 20:00:00
495	5万以下	3.99	4.99	3.99,4.19,4.09,4.29,4.59,4.99,4.89,	官方出厂价格	2012-05-07 20:00:00
496	5万-15万	4.59	7.89	4.59,5.49,5.59,5.89,5.99,6.39,6.08,6.18,6.58,6.98,6.99,6.18,6.68,5.69,6.09,6.59,6.89,7.29,7.89,	官方出厂价格	2012-05-07 20:00:00
484	5万-15万	11.98	13.98	11.98,12.98,12.98,13.98,	官方出厂价格	2012-05-07 20:00:00
485	5万-15万	11.98	12.98	11.98,12.98,	官方出厂价格	2012-05-07 20:00:00
499	5万-15万	7.46	9.36	7.46,8.46,8.16,9.16,7.66,8.66,8.36,9.36,	官方出厂价格	2012-05-07 20:00:00
500	5万-15万	8.58	12.18	9.98,10.58,10.58,10.98,11.58,11.58,12.18,8.58,9.18,9.58,10.18,10.78,9.98,10.58,10.58,10.98,11.58,11.58,12.18,8.58,9.18,9.58,10.18,10.78,	官方出厂价格	2012-05-07 20:00:00
541	5万-15万	8.58	13.48	10.98,11.98,12.48,13.48,8.58,9.58,9.88,10.88,10.88,11.88,12.38,13.38,	官方出厂价格	2012-05-07 20:00:00
542	5万-15万	7.98	12.38	7.98,8.98,9.98,10.98,11.38,12.38,	官方出厂价格	2012-05-07 20:00:00
429	5万-15万	8.77	12.87	8.77,9.97,10.77,11.07,11.87,12.87,	官方出厂价格	2012-05-07 20:00:00
430	5万-15万	12.68	19.28	12.88,14.08,12.68,13.88,14.98,14.68,16.68,19.28,12.78,13.98,14.78,15.28,16.48,18.98,	官方出厂价格	2012-05-07 20:00:00
97	5万-15万	9.68	14.98	9.68,10.68,10.28,11.28,11.28,12.28,12.88,13.28,14.28,14.98,	官方出厂价格	2012-05-07 20:00:00
116	15万-25万	14.78	18.88	14.78,16.08,17.48,18.88,	官方出厂价格	2012-05-07 20:00:00
94	5万-15万	11.28	15.38	11.28,12.88,13.98,14.98,11.28,12.28,12.88,13.98,15.38,	官方出厂价格	2012-05-07 20:00:00
96	25万-35万	23.98	36.98	25.50,27.70,23.98,27.80,36.98,25.50,	官方出厂价格	2012-05-07 20:00:00
114	5万-15万	7.58	10.08	7.78,8.78,8.78,9.78,9.08,10.08,7.58,8.28,8.58,9.28,8.88,9.58,	官方出厂价格	2012-05-07 20:00:00
90	5万-15万	5.98	8.18	5.98,6.48,6.70,7.08,7.58,8.18,	官方出厂价格	2012-05-07 20:00:00
88	5万-15万	4.78	5.98	4.78,4.98,5.28,5.48,5.98,4.78,5.08,5.28,	官方出厂价格	2012-05-07 20:00:00
89	5万-15万	5.78	9.38	5.78,6.18,6.88,7.78,8.28,9.38,	官方出厂价格	2012-05-07 20:00:00
520	5万-15万	6.78	8.38	6.78,7.68,7.48,8.38,	官方出厂价格	2012-05-07 20:00:00
129	5万-15万	9.88	13.98	9.88,10.88,10.98,11.98,12.28,13.98,	官方出厂价格	2012-05-07 20:00:00
528	5万-15万	8.88	13.38	8.98,10.08,10.38,11.48,12.38,13.38,8.98,10.08,10.38,11.48,12.38,13.38,8.88,9.98,10.28,11.38,	官方出厂价格	2012-05-07 20:00:00
519	5万-15万	10.53	15.68	10.53,11.53,11.53,12.53,13.73,13.88,14.88,14.68,15.68,	官方出厂价格	2012-05-07 20:00:00
546	15万-25万	12.48	16.78	12.48,13.48,13.58,14.58,15.48,16.18,16.08,16.78,	官方出厂价格	2012-05-07 20:00:00
550	5万-15万	8.28	11.28	8.28,9.28,9.28,10.28,10.28,11.28,	官方出厂价格	2012-05-07 20:00:00
81	5万-15万	8.88	12.47	8.88,9.78,8.97,9.47,9.87,10.37,10.57,11.47,12.47,	官方出厂价格	2012-05-07 20:00:00
