2	177
4	724
5	725
6	810
9	40
10	258
11	145
12	56
13	61
14	661
15	478
16	595
16	928
17	549
18	591
20	581
21	588
22	583
22	584
23	529
24	819
25	745
26	52
27	144
29	619
30	169
30	678
31	168
32	166
33	199
34	91
36	708
37	338
38	752
39	797
41	863
42	840
44	803
45	884
48	390
49	35
50	45
51	70
51	251
52	167
52	691
53	83
54	141
55	76
56	234
59	566
59	567
59	568
60	651
61	597
62	107
63	479
63	492
63	689
64	573
65	694
67	331
67	671
69	705
70	706
71	138
72	781
73	778
74	867
74	881
75	885
78	235
80	835
81	161
82	792
83	788
84	696
85	714
88	150
89	466
90	868
91	850
94	878
95	688
96	344
97	204
97	436
98	676
100	196
100	823
101	221
101	888
102	87
103	510
104	208
105	37
106	143
107	47
107	378
108	109
109	108
110	392
111	376
112	690
113	110
114	142
114	679
119	600
126	782
127	551
129	550
130	542
133	173
134	560
134	895
136	664
138	716
139	71
139	252
141	763
143	103
144	157
144	158
146	209
147	343
148	253
149	182
149	214
151	428
151	512
152	741
152	845
156	603
157	831
158	796
159	205
160	927
165	307
166	379
167	201
169	162
170	153
171	38
173	238
173	446
173	916
174	113
174	222
175	509
176	528
177	616
180	393
180	692
181	630
182	713
183	761
184	751
186	293
188	380
189	254
190	184
191	26
191	239
191	790
196	388
197	318
198	308
199	345
201	295
202	202
203	394
206	27
206	299
208	183
208	216
209	444
210	114
210	223
211	515
212	631
213	217
214	225
216	817
217	297
219	311
220	203
221	246
221	914
223	693
224	278
225	248
227	747
229	801
230	719
232	643
234	812
237	854
242	243
243	46
244	365
245	115
246	133
247	421
248	504
250	580
251	662
254	111
254	112
254	672
255	266
256	98
257	555
258	670
259	280
260	220
261	228
262	229
264	791
265	834
268	465
268	764
268	765
268	766
272	833
275	236
276	244
276	918
280	448
281	245
281	912
283	330
284	267
285	350
286	314
287	272
288	271
289	237
289	915
289	920
290	269
291	279
292	602
293	450
294	270
295	211
296	377
297	296
298	257
299	351
300	268
301	39
302	219
303	215
304	449
305	498
306	532
307	646
308	467
309	575
310	617
313	574
314	569
315	579
316	601
317	513
320	742
323	669
324	309
325	285
326	364
327	227
328	198
329	382
332	738
334	712
335	707
340	849
341	800
342	852
346	851
357	874
360	892
361	923
362	226
363	125
364	28
365	68
367	312
368	283
369	282
370	720
371	151
372	381
373	218
374	298
375	240
376	294
377	323
378	386
379	401
380	416
381	410
382	413
383	420
384	242
384	917
385	440
386	476
387	499
389	468
389	906
390	470
392	241
393	642
394	828
395	620
396	483
398	715
398	903
399	527
400	325
401	783
402	641
403	640
404	727
405	274
405	521
406	610
407	462
407	733
408	729
409	896
411	666
414	695
418	621
421	622
424	577
425	599
427	360
428	890
430	704
431	398
432	538
435	263
436	154
437	300
438	358
439	604
440	486
441	824
444	84
444	683
444	684
445	816
446	190
446	484
448	407
449	433
450	480
451	793
452	146
453	352
454	802
455	717
456	530
457	148
458	429
459	86
460	185
460	259
461	889
462	94
463	759
464	402
466	120
467	121
468	122
468	681
469	123
469	680
470	471
471	556
473	598
474	191
475	772
476	773
477	502
479	292
480	186
482	178
483	72
484	424
485	497
486	383
487	172
489	193
491	316
492	75
493	95
494	474
495	207
496	458
498	370
499	663
500	789
502	929
503	615
504	97
505	505
506	481
507	647
509	188
509	262
512	50
515	160
517	341
518	623
519	78
522	827
523	197
525	503
526	105
527	106
528	92
529	88
530	667
530	703
531	475
531	677
532	562
533	69
535	189
536	33
537	735
538	756
539	757
540	79
541	51
542	54
543	786
544	650
545	415
546	80
547	101
549	389
550	81
552	82
553	372
553	687
554	396
558	559
560	540
561	32
562	93
563	131
565	456
566	866
567	116
568	553
569	117
570	554
571	119
572	64
573	164
574	29
574	284
575	31
576	30
576	361
577	194
577	276
577	565
578	195
578	277
579	77
580	104
581	326
582	42
583	41
584	327
585	99
585	682
586	265
587	139
588	140
589	53
590	322
591	281
592	321
593	395
594	387
595	96
596	129
597	126
598	128
599	367
600	156
601	155
601	418
604	230
605	233
607	290
608	332
609	335
610	315
611	357
612	355
612	491
613	359
614	302
615	260
616	301
616	434
617	249
618	85
619	250
620	384
621	328
622	289
623	288
624	356
625	306
626	319
627	347
628	90
629	371
630	368
631	336
632	247
633	255
634	256
635	333
636	362
637	320
