1661	9634
1653	9631
1660	9677
1659	9618
1658	9628
1657	9627
1645	9501
1667	9497
1656	9633
1644	9617
1639	9623
1640	9624
1633	8116
1619	8001
1357	9480
1610	2125
1564	9444
1544	9439
1596	9639
1599	9369
1583	1869
1565	7410
1572	7419
1550	7391
1624	3084
1528	7363
1557	7386
1558	3077
1548	2235
1605	1846
1584	1687
1566	1632
1520	1915
1514	2946
1542	1608
1354	9518
1333	9443
1322	3034
1321	9527
1304	2110
1296	1867
1295	1864
1294	1865
1292	2604
1291	1740
1264	1637
1255	7345
1238	7994
1229	9600
1228	6565
1220	9459
1213	2623
1211	7073
1207	8186
1206	2920
1203	2744
1194	2960
1195	9519
1185	2963
1180	2615
1182	9525
1176	9371
1172	9461
1171	9538
1168	2119
1167	7107
1165	7082
1162	9610
1160	8050
1159	8201
1157	8047
1158	8048
1148	8086
1138	1999
1147	8199
1137	9469
1134	9532
1133	9558
1132	9503
1131	7455
1129	9388
1128	3047
1125	8068
1127	8002
1121	8181
1119	9541
1116	2961
1114	7339
1111	8097
1113	1641
1108	8063
1106	2927
1103	9370
1105	9460
1101	8158
1099	9524
1098	1582
1090	9621
1090	9545
1087	9594
1086	2584
1085	8094
1083	8078
1080	8096
1079	8009
1078	9596
1075	9612
1073	8051
1072	9565
1071	9475
1068	9547
1066	9458
1065	9542
1057	2844
1055	1830
1054	1561
1053	9367
1048	9512
1047	9424
1045	9528
1041	9489
1044	8160
1040	8146
1037	8198
1039	9590
1036	9484
1028	9603
1022	8203
1024	9472
1020	9606
1019	9602
1018	1829
1019	2101
1012	2070
1004	8062
1000	9544
1003	7075
998	8006
999	9613
993	8207
996	2955
992	2940
988	9609
990	9575
983	9586
981	9406
980	9585
979	2891
976	9584
975	9426
965	9598
973	9534
964	8084
961	7078
963	3073
955	9468
960	9476
952	7121
942	9520
946	9588
947	9492
937	8196
932	9638
931	9581
929	7343
926	9564
927	8053
925	9504
924	8052
923	7377
922	9521
920	7354
918	7321
916	8044
915	9589
914	9540
910	3065
909	7987
908	7323
909	3085
905	9561
903	7123
904	7255
901	7385
898	1929
897	7105
896	9420
894	9400
895	9450
893	9452
892	8077
891	8194
890	8189
888	8183
887	8170
886	8107
881	9620
882	8151
877	3074
876	8126
875	8041
871	8031
872	8092
869	9641
870	8035
868	8075
864	7176
865	8027
863	1650
860	9445
859	7353
857	8103
858	1731
856	8005
855	7340
854	7101
853	7407
852	7400
851	7427
850	7365
848	9632
848	7329
846	7448
847	9398
845	7404
845	8015
844	7405
844	8016
843	8014
841	3076
842	7165
840	8004
839	8058
836	7108
838	7110
833	7080
834	7072
828	7081
832	2982
826	8040
825	7084
824	3036
822	2494
821	2331
820	1659
819	1655
816	3088
815	8021
814	1916
811	7366
810	3089
807	9583
808	3033
805	7326
806	7154
804	9615
802	1872
801	2981
798	8019
800	3035
797	7466
796	1580
795	2588
794	1691
793	3014
792	2951
791	2983
790	2855
789	7456
787	2953
788	2934
786	2830
783	2941
784	2950
781	3053
778	9625
779	2114
774	8069
775	9515
777	7102
773	7144
770	2008
772	8018
768	7270
769	7991
767	1858
767	8079
766	2976
765	2947
763	2832
764	2945
758	1570
762	2970
757	2633
756	2629
755	6881
754	7142
753	7109
751	2864
750	2581
748	2597
749	2610
746	2672
745	2585
744	6884
740	2379
741	2250
738	2424
739	1571
737	3055
736	3031
735	1564
733	2081
732	2692
730	2417
729	2598
728	2567
726	2847
724	2414
725	2968
723	2354
722	2851
721	2082
719	2325
720	2352
717	1749
718	2861
716	1656
715	2284
714	1678
713	2190
712	1924
710	2287
711	2373
708	3058
709	1642
707	2004
707	2694
706	1590
704	2423
704	9529
701	2189
703	2384
700	1703
697	1633
699	2358
695	2002
696	2833
693	1955
691	2289
692	1857
689	2006
690	1832
687	2249
686	2944
685	2683
683	1736
684	2587
681	2020
680	1743
678	2617
679	1700
675	2359
676	1774
677	1758
674	2048
673	2143
672	2018
671	1684
670	2185
666	1666
665	1828
664	2158
663	1602
662	2827
660	1837
659	2029
658	2267
657	2834
654	2118
655	2859
656	1748
653	6657
651	2140
650	2611
647	2157
649	2179
645	1617
644	1908
643	1574
642	2066
641	1856
640	1826
638	1799
634	2839
635	2247
636	2016
637	8049
633	2078
632	7468
631	2120
630	2168
629	2167
628	1681
627	1722
626	2047
625	2041
624	2154
622	2144
620	2025
621	2293
618	1671
619	2049
617	2050
616	1567
615	2065
614	2092
612	2153
612	2583
611	2156
609	2294
610	2161
608	2850
606	2067
607	2005
605	2046
604	2044
603	1825
602	6453
601	9481
601	1810
601	1798
600	1797
599	2165
595	1686
594	1848
593	1769
592	2036
591	2150
590	2086
589	1618
587	1772
588	1773
586	2064
585	6814
584	2060
583	1597
581	2149
582	1599
580	2233
579	1922
578	2131
578	1868
577	1911
576	2015
574	2007
573	1854
572	1647
571	1733
570	2877
569	1925
568	2942
566	8210
565	2336
563	1734
564	2334
560	2959
561	1973
558	8003
556	8174
555	7470
555	3022
554	2022
553	6524
552	1697
551	7398
551	7397
550	1695
549	2009
547	6812
546	1699
545	1919
544	2894
543	8034
542	8113
541	1619
540	6815
539	7416
538	7415
537	7151
536	1568
535	1765
533	1661
532	2918
531	6818
529	1670
528	8093
528	1683
527	1715
526	2232
525	2566
523	1977
522	1682
519	1698
518	2881
517	2360
515	1811
513	1615
512	1610
511	2160
511	7079
510	1982
509	1909
507	8130
506	2422
503	2392
504	1685
505	2612
502	8076
501	3043
500	7316
498	2169
499	3048
497	9405
496	2425
495	1989
494	2370
493	2575
493	1689
492	1694
491	9595
491	2162
489	1879
486	1782
487	1836
484	2416
485	2818
483	2385
482	1835
479	2848
480	1905
477	2607
478	2061
476	7228
475	7311
474	1871
471	2674
473	2975
470	2590
469	1814
467	2652
468	1815
466	1816
464	1573
465	3007
463	7166
462	1693
461	7347
459	1673
460	6512
458	2353
456	2876
455	3045
454	9372
453	2155
452	1607
451	7368
